id,name,price,wprice
16689,Darkcrest Gauntlets,70,52.5
16690,Darkcrest Helm,122,91.5
16691,Darkcrest Legguards,60.25,45.1875
16692,Darkcrest Pauldrons,92.8,69.6
16693,Darkcrest Bracers,74.2,55.65
16694,Bloodscale Belt,115.25,86.4375
16695,Bloodscale Sabatons,23.2,17.4
16696,Bloodscale Breastplate,103,77.25
16697,Bloodscale Gauntlets,31,23.25
16698,Bloodscale Helm,33.57,25.1775
16699,Bloodscale Legguards,17.56,13.17
16700,Bloodscale Pauldrons,44.7,33.525
16701,Bloodscale Bracers,7.29,5.4675
16702,Bogslayer Belt,42.8,32.1
16703,Bogslayer Sabatons,66,49.5
16704,Bogslayer Breastplate,4.11,3.0825
16705,Bogslayer Gauntlets,11.13,8.3475
16706,Bogslayer Helm,15.38,11.535
16707,Bogslayer Legplates,357,267.75
16708,Bogslayer Pauldrons,16.71,12.5325
16709,Bogslayer Bracers,49,36.75
16710,Khan'aish Girdle,106.25,79.6875
16711,Khan'aish Greaves,1.44,1.08
16712,Khan'aish Breastplate,40.9,30.675
16713,Khan'aish Gloves,202,151.5
16714,Khan'aish Helmet,55.22,41.415
16715,Khan'aish Legplates,288,216
16716,Khan'aish Epaulets,21.5,16.125
16717,Khan'aish Bracers,455,341.25
16718,Talonguard Girdle,75,56.25
16719,Talonguard Greaves,32.3,24.225
16720,Talonguard Armor,35.29,26.4675
16721,Talonguard Gloves,97,72.75
16722,Talonguard Helmet,2.67,2.0025
16723,Talonguard Legplates,20.86,15.645
16724,Talonguard Epaulets,41.1,30.825
16725,Talonguard Bracers,472,354
16726,Reaver Girdle,91.6,68.7
16727,Reaver Greaves,34.25,25.6875
16728,Reaver Armor,111,83.25
16729,Reaver Gloves,32.56,24.42
16730,Reaver Helmet,46.8,35.1
16731,Reaver Legplates,102,76.5
16732,Reaver Epaulets,74.33,55.7475
16733,Reaver Bracers,12,9
16734,Boulderfist Belt,45,33.75
16735,Boulderfist Greaves,45.67,34.2525
16736,Boulderfist Armor,18.8,14.1
16737,Boulderfist Gloves,20,15
16738,Boulderfist Helm,27.89,20.9175
16739,Boulderfist Legplates,60.71,45.5325
16740,Boulderfist Epaulets,29.3,21.975
16741,Boulderfist Bracers,34.5,25.875
16742,Warmaul Belt,27,20.25
16743,Warmaul Greaves,25.71,19.2825
16744,Warmaul Breastplate,30.7,23.025
16745,Warmaul Gloves,89,66.75
16746,Warmaul Helmet,22.22,16.665
16747,Warmaul Legplates,82.25,61.6875
16748,Warmaul Epaulets,66.33,49.7475
16749,Warmaul Vambraces,86,64.5
16750,Bloodfist Girdle,24.11,18.0825
16751,Bloodfist Greaves,10,7.5
16752,Bloodfist Breastplate,42.29,31.7175
16753,Bloodfist Gloves,48.38,36.285
16754,Bloodfist Helmet,49.43,37.0725
16755,Bloodfist Legplates,129,96.75
16756,Bloodfist Epaulets,96.5,72.375
16757,Bloodfist Vambraces,104.67,78.5025
16758,Conqueror's Girdle,35,26.25
16759,Conqueror's Greaves,60.88,45.66
16760,Conqueror's Breastplate,15.5,11.625
16761,Conqueror's Gauntlets,17.11,12.8325
16762,Conqueror's Helmet,247,185.25
16763,Conqueror's Legplates,55.4,41.55
16764,Conqueror's Epaulets,178,133.5
16765,Conqueror's Vambraces,52.78,39.585
16766,Shattered Hand Belt,417,312.75
16767,Shattered Hand Sabatons,43.88,32.91
16768,Shattered Hand Breastplate,47.89,35.9175
16769,Shattered Hand Gauntlets,38.25,28.6875
16770,Shattered Hand Helmet,294,220.5
16771,Shattered Hand Legplates,29.75,22.3125
16772,Shattered Hand Epaulets,14.83,11.1225
16773,Shattered Hand Vambraces,27.5,20.625
16774,Warlord's Iron-Girdle,5.33,3.9975
16775,Warlord's Sabatons,22.78,17.085
16776,Warlord's Iron-Breastplate,7,5.25
16777,Warlord's Iron-Gauntlets,29.3,21.975
16778,Warlord's Iron-Helm,32,24
16779,Warlord's Iron-Legplates,43.17,32.3775
16780,Warlord's Iron-Epaulets,202,151.5
16781,Warlord's Iron-Vambraces,5.6,4.2
16782,Silky Velvet Cloak,0.44,0.33
16783,Silvermoon Royal Cloak,34.67,26.0025
16784,Hellfire Cloak,51,38.25
16785,Scavenger's Cloak,157,117.75
16786,Elementalist Cloak,404,303
16787,Silver-Lined Cloak,191.5,143.625
16788,Boulderfist Cloak,59.8,44.85
16789,Patched Cape,79,59.25
16790,Forest Shroud,23,17.25
16791,Farseer Cloak,29.71,22.2825
16792,Murkblood Cape,6,4.5
16793,Ambusher's Cloak,26,19.5
16794,Nether Cloak,7.57,5.6775
16795,Amber Cape,28.67,21.5025
16796,Rubellite Ring,12.5,9.375
16797,Azurite Ring,55,41.25
16798,Spined Ring,431,323.25
16799,Tourmaline Loop,476,357
16800,Smoky Quartz Ring,81.25,60.9375
16801,Scheelite Ring,26.67,20.0025
16802,Moldavite Ring,5.17,3.8775
16803,Blue Topaz Band,117,87.75
16804,Hauyne Ring,24,18
16805,Lazuli Ring,8.89,6.6675
16806,Sodalite Band,313,234.75
16807,Alexandrite Ring,6.75,5.0625
16808,Almandine Ring,102.25,76.6875
16809,Amber Band,21.71,16.2825
16810,Anglesite Choker,41,30.75
16811,Fire Opal Collar,53.38,40.035
16812,Sunstone Necklace,42.17,31.6275
16813,Hiddenite Necklace,309,231.75
16814,Zircon Amulet,7.7,5.775
16815,Multi-Colored Beads,382,286.5
16816,Amethyst Pendant,2.9,2.175
16817,Turquoise Brooch,41.14,30.855
16818,Pink Sapphire Necklace,24,18
16819,Diopside Beads,92,69
16820,Kunzite Necklace,86.25,64.6875
16821,Epidote Stone Necklace,37,27.75
16822,Coral Beads,68.14,51.105
16823,Tanzanite Pendant,3.4,2.55
16824,Northman's Shield,12,9
16825,Emperor Shield,52.5,39.375
16826,Telaari Shield,117.5,88.125
16827,Hardened Steel Shield,169.5,127.125
16828,Screaming Shield,166,124.5
16829,Modani War-Shield,111,83.25
16830,Zangari Shield,51.25,38.4375
16831,Outland Shield,45.25,33.9375
16832,Spell-Breaker Shield,82.33,61.7475
16833,Bayeaux Shield,78.33,58.7475
16834,Fel-Iron Shield,97.67,73.2525
16835,Smouldering Shield,42.33,31.7475
16836,Zeth'Gor Shield,14.44,10.83
16837,Dragonscale Shield,24,18
16838,Dreamseeker Dandelion,13.63,10.2225
16839,Bleeding Eye,140.5,105.375
16840,Laughing Skull Orb,245,183.75
16841,Supplicant's Rod,71.25,53.4375
16842,Slavehandler Rod,176,132
16843,Mistyreed Torch,55,41.25
16844,Consortium Crystal,27.4,20.55
16845,Shadow Council Orb,69.67,52.2525
16846,Eldr'naan Scepter,24.71,18.5325
16847,Archmage Orb,3.63,2.7225
16848,Elementalist Star,30.5,22.875
16849,Astralaan Orb,128.5,96.375
16850,Tuurik Torch,78.4,58.8
16851,Draenei Crystal Rod,30.2,22.65
16852,Liege Blade,6.4,4.8
16853,Cross Pommel Dagger,23.5,17.625
16854,Jaedenis Dagger,146.5,109.875
16855,Nightstalker Dagger,435,326.25
16856,Anzac Dagger,39.22,29.415
16857,Arachnid Dagger,131,98.25
16858,Cobra Shortblade,179,134.25
16859,Draconic Dagger,68,51
16860,Grave Keeper Knife,8.4,6.3
16861,Moon Blade,19,14.25
16862,Sharp Bowie Knife,209,156.75
16863,Lionhead Dagger,10.8,8.1
16864,Fel Ripper,58.63,43.9725
16865,Phantom Dagger,44.5,33.375
16866,Doomsayer's Mace,223,167.25
16867,Riversong Mace,33.17,24.8775
16868,Pneumatic War Hammer,43.78,32.835
16869,Flanged Battle Mace,40.4,30.3
16870,Battle Star,26.14,19.605
16871,Silvermoon War-Mace,68.75,51.5625
16872,Rockshard Club,23.7,17.775
16873,Dreaded Mace,46.3,34.725
16874,Khorium Plated Bludgeon,24.67,18.5025
16875,Boneshredder Mace,90,67.5
16876,Footman Mace,410,307.5
16877,Retro-Spike Club,61.71,46.2825
16878,Anvilmar Hammer,78.67,59.0025
16879,Knight's War Hammer,20.5,15.375
16880,Shining Mace,33,24.75
16881,Giant's Leg Bone,52.71,39.5325
16882,Gronn-Bone Club,26.3,19.725
16883,Hateful Bludgeon,28.86,21.645
16884,Thrallmar War Hammer,121.33,90.9975
16885,Stormwind Maul,13.17,9.8775
16886,Highmountain Hammer,6.67,5.0025
16887,Clefthoof Mace,44,33
16888,Blood Stained Hammer,0.75,0.5625
16889,Draenethyst Mallet,72.6,54.45
16890,Blood Knight Maul,54.63,40.9725
16891,Algaz Battle Hammer,52.14,39.105
16892,Commanding Mallet,11.44,8.58
16893,Halaani Hammer,6,4.5
16894,Telaari Longblade,76.33,57.2475
16895,Silver Hand Blade,211.5,158.625
16896,Skettis Curved Blade,80.4,60.3
16897,Wisdom Blade,42.2,31.65
16898,Light-Etched Longsword,46.25,34.6875
16899,Skystrider Katana,59.13,44.3475
16900,Bone Collector Sword,122.5,91.875
16901,Baron's Broadsword,33.38,25.035
16902,Honor Hold Saber,2.67,2.0025
16903,Assassins' Short Blade,65,48.75
16904,Howling Sword,124.5,93.375
16905,Gladiator Greatblade,92,69
16906,Blood Groove Blade,28.75,21.5625
16907,Iron Skull Sword,102,76.5
16908,Royal Crusader Sword,20.38,15.285
16909,Serpentlord Claymore,427,320.25
16910,Skeletal Broadsword,22.6,16.95
16911,Thunderstrike Falchion,40.38,30.285
16912,Vengeance Blade,50.29,37.7175
16913,Dragon Wing Blade,75,56.25
16914,Darkened Broadsword,45.4,34.05
16915,Elexorien Blade,14.83,11.1225
16916,Crude Umbrafen Blade,3.2,2.4
16917,Boulderfist Claymore,32,24
16918,Mok'Nathal Warblade,2.56,1.92
16919,Nethersteel Claymore,61.86,46.395
16920,Sha'tari Longsword,13.63,10.2225
16921,Fel Orc Brute Sword,103,77.25
16922,Rattan Bo Staff,40.67,30.5025
16923,Straight Hardwood Staff,56.5,42.375
16924,Jinbali Warp-Staff,21.63,16.2225
16925,Master's Bo Staff,41.38,31.035
16926,Hanbo Staff,340,255
16927,Demoniac Longstaff,150,112.5
16928,Taiji Quarterstaff,15.38,11.535
16929,Tanjo Staff,5.67,4.2525
16930,Bata Staff,4.5,3.375
16931,Nguni Stick,157.33,117.9975
16932,Calenda Fighting Stick,86,64.5
16933,Tapered Staff,15,11.25
16934,Crystal-Etched Warstaff,44.5,33.375
16935,Voodoo Hex-Staff,13.5,10.125
16936,Ravager Claws,17.44,13.08
16937,Thrasher Blades,98.5,73.875
16938,Vampiric Handscythes,224,168
16939,Shekketh Talons,49.33,36.9975
16940,Spleenripper Claws,18.8,14.1
16941,Ironspine Point,76,57
16942,Wight's Claws,88.33,66.2475
16943,Dread Fangs,96.25,72.1875
16944,Gutrippers,57,42.75
16945,Deathclaw Talons,32,24
16946,Serpent's Fangs,41.86,31.395
16947,Diamond Tipped Claws,112.67,84.5025
16948,Boneshredder Claws,96,72
16949,Razor Scythes,24.5,18.375
16950,Karaborian Battle Axe,39.44,29.58
16951,Knight's War Axe,26.67,20.0025
16952,Jagged Broadaxe,165,123.75
16953,Reaver's Sickle,54.8,41.1
16954,Kingly Axe,69.67,52.2525
16955,Chipped Woodchopper,211,158.25
16956,Colossal War Axe,14,10.5
16957,Silvermoon Crescent Axe,70.86,53.145
16958,Berserker Axe,28,21
16959,Shadowmoon Cleaver,23,17.25
16960,Bladespire Broadaxe,72.33,54.2475
16961,Amani Tomahawk,34,25.5
16962,Double-Bladed Axe,21.4,16.05
16963,Rockbiter Cutter,59.17,44.3775
16964,Lucky Strike Axe,93.25,69.9375
16965,Fel-Touched Axe,55.6,41.7
16966,Mok'Nathal Battleaxe,15.71,11.7825
16967,Spiked Battle Axe,5.5,4.125
16968,Ogre Splitting Axe,3.5,2.625
16969,Sundering Axe,6.25,4.6875
16970,Silver-Edged Axe,23,17.25
16971,Rending Claw,16.5,12.375
16972,Glorious War-Axe,21,15.75
16973,Ghostly Battle Axe,220,165
16974,Ceremonial Slayer's Axe,45.3,33.975
16975,Windcaller Hatchet,111.5,83.625
16976,Slavemaster Axe,145,108.75
16977,Deepforge Broadaxe,33.29,24.9675
16978,War Scythe,21.29,15.9675
16979,Sha'tari Longspear,1.33,0.9975
16980,Halberd Polearm,46.89,35.1675
16981,Partisan Polearm,10.75,8.0625
16982,Voulge Blade,34.44,25.83
16983,Fel-Wrought Halberd,14.78,11.085
16984,War Glaive,19.17,14.3775
16985,Battle Scythe,54.63,40.9725
16986,Telaari Polearm,25.8,19.35
16987,Ethereal-Etched Glaive,70,52.5
16988,Grim Scythe,191,143.25
16989,Nether Trident,9.29,6.9675
16990,Hellfire War Spear,208,156
16991,Legend's Glaive,123.75,92.8125
16992,Azerothian Longbow,44,33
16993,Ashenvale Longbow,19.57,14.6775
16994,Telaari Longbow,8.25,6.1875
16995,Windtalker Bow,10.57,7.9275
16996,Viper Bow,38.17,28.6275
16997,Razorsong Bow,100.33,75.2475
16998,Thalassian Compound Bow,31,23.25
16999,Expert's Bow,40.14,30.105
17000,Talbuk Hunting Bow,146,109.5
17001,Ranger's Recurved Bow,248,186
17002,Rocslayer Longbow,49.9,37.425
17003,Orc Flatbow,90.2,67.65
17004,Dream Catcher Bow,66,49.5
17005,Windspear Longbow,33.25,24.9375
17006,Tower Crossbow,26.22,19.665
17007,Ram's Head Crossbow,56.6,42.45
17008,Stronghold Crossbow,61.43,46.0725
17009,Citadel Crossbow,0.89,0.6675
17010,Repeater Crossbow,77.33,57.9975
17011,Collapsible Crossbow,37.2,27.9
17012,Archer's Crossbow,474,355.5
17013,Mighty Crossbow,7.2,5.4
17014,Battle Damaged Crossbow,51.5,38.625
17015,Assassins' Silent Crossbow,22.43,16.8225
17016,Pocket Ballista,120.5,90.375
17017,Barreled Crossbow,127,95.25
17018,Well-Balanced Crossbow,28.5,21.375
17019,Rampant Crossbow,45.44,34.08
17020,Lead-Slug Shotgun,46,34.5
17021,Longbeard Rifle,498,373.5
17022,Gnomish Assault Rifle,39.88,29.91
17023,Croc-Hunter's Rifle,39.14,29.355
17024,PC-54 Shotgun,165,123.75
17025,Sawed-Off Shotgun,79.5,59.625
17026,Cliffjumper Shotgun,46.14,34.605
17027,Dragonbreath Musket,32.56,24.42
17028,Tauren Runed Musket,85.5,64.125
17029,Sporting Rifle,41.8,31.35
17030,Nesingwary Longrifle,28.13,21.0975
17031,Sen'jin Longrifle,17.43,13.0725
17032,Game Hunter Musket,237,177.75
17033,Big-Boar Battle Rifle,23.43,17.5725
17034,Mahogany Wand,60.25,45.1875
17035,Crystallized Ebony Wand,11.4,8.55
17036,Purpleheart Wand,61.75,46.3125
17037,Bloodwood Wand,63,47.25
17038,Yew Wand,379,284.25
17039,Magician's Wand,140,105
17040,Conjurer's Wand,90.8,68.1
17041,Majestic Wand,3.67,2.7525
17042,Solitaire Wand,43,32.25
17043,Nobility Torch,27,20.25
17044,Mechano-Wand,77,57.75
17045,Draenethyst Wand,33.5,25.125
17046,Dragonscale Wand,32.9,24.675
17047,Flawless Wand,164,123
17048,Absorption Dagger,45.89,34.4175
17049,Tuning Knife,165.5,124.125
17050,Combustion Dagger,40.3,30.225
17051,Siphoning Dagger,10.5,7.875
17052,Lightning Dagger,36,27
17053,Shattering Dagger,134.67,101.0025
17054,Soul-Drain Dagger,114,85.5
17055,Amplifying Blade,426,319.5
17056,Destructo-Blade,62.5,46.875
17057,Elemental Dagger,31.11,23.3325
17058,Permafrost Dagger,84.6,63.45
17059,Shadow Dagger,52.11,39.0825
17060,Thunder Spike,4.43,3.3225
17061,Warpdagger,44.89,33.6675
17062,Naaru Lightmace,12,9
17063,Revitalizing Hammer,51.2,38.4
17064,Glorious Scepter,0.78,0.585
17065,Cold-Iron Scepter,59.63,44.7225
17066,Ceremonial Hammer,26.17,19.6275
17067,Restorative Mace,39.67,29.7525
17068,Spirit-Clad Mace,11.9,8.925
17069,Lesser Sledgemace,482,361.5
17070,Ancestral Hammer,57.5,43.125
17071,Tranquility Mace,76.5,57.375
17072,Queen's Insignia,16.44,12.33
17073,Divine Hammer,97,72.75
17074,Lordly Scepter,3.89,2.9175
17075,Ascendant's Scepter,439,329.25
17076,Angerstaff,500,375
17077,Brutal Scar-Limb,40,30
17078,Primal Lore-Staff,52.75,39.5625
17079,Frenzied Staff,26.67,20.0025
17080,Faerie-Kind Staff,34.9,26.175
17081,Tranquility Staff,41.75,31.3125
17082,Starshine Staff,78.5,58.875
17083,Vengeance Staff,10.33,7.7475
17084,Reflective Staff,25,18.75
17085,Purification Staff,75.4,56.55
17086,Intimidating Greatstaff,120.75,90.5625
17087,Feral Warp-Staff,188,141
17088,Splintering Greatstaff,26.5,19.875
17089,Swarming Sting-Staff,33.3,24.975
17090,Oshu'gun Crystal Fragment,3.75,2.8125
17091,Unmarked Bag of Gems,30.89,23.1675
17092,Bulging Sack of Gems,71.6,53.7
17093,Bag of Premium Gems,12.6,9.45
17094,Gem-Stuffed Envelope,26,19.5
17095,Obsidian Warbeads,42.7,32.025
17096,Malachite Pendant,111.5,83.625
17097,Tigerseye Band,36.11,27.0825
17098,Blacksting's Stinger,10.7,8.025
17099,Bundle of Skins,97.33,72.9975
17100,Mag'har Battle Standard,54,40.5
17101,Count Ungula's Mandible,8.44,6.33
17102,Bleeding Hollow Supply Crate,95.5,71.625
17103,Book of Forgotten Names,57.2,42.9
17104,Tome of Dusk,89.8,67.35
17105,Pair of Ivory Tusks,29.3,21.975
17106,Blood-Tempered Ranseur,45.9,34.425
17107,Stormcrow Amulet,24.38,18.285
17108,Boulderfist Plans,26.33,19.7475
17109,Grimoire of Avoidance,48.3,36.225
17110,Golden Gryphon,8.78,6.585
17111,Ebon Gryphon,85.6,64.2
17112,Snowy Gryphon,35.22,26.415
17113,Swift Blue Gryphon,14.56,10.92
17114,Tawny Wind Rider,77,57.75
17115,Blue Wind Rider,110.33,82.7475
17116,Green Wind Rider,65.5,49.125
17117,Swift Red Wind Rider,33,24.75
17118,Defender's Gauntlets,55.56,41.67
17119,Boots of the Earthcaller,81.5,61.125
17120,Wastewalker's Sash,24.2,18.15
17121,Sunstrider's Gauntlets,8,6
17122,Venn'ren's Boots,19.8,14.85
17123,Fine Sash,72.17,54.1275
17124,Telhamat Pendant,72.4,54.3
17125,Amaan's Signet,2,1.5
17126,Demonslayer's Wristguards,4.6,3.45
17127,Wind Dancer's Pendant,281,210.75
17128,Signet of Aeranas,43.88,32.91
17129,Windtalker's Cloak,6.2,4.65
17130,Boulderfist Key,154.33,115.7475
17131,Salvaged Spore Sacs,16.44,12.33
17132,Earthcaller's Mace,223,167.25
17133,Totemic Staff,14.56,10.92
17134,Wolfrider's Dagger,4.67,3.5025
17135,Mag'har Bow,59.75,44.8125
17136,Rough Stone Statue,50.5,37.875
17137,Felblood Band,81.5,61.125
17138,Felforce Medallion,34.17,25.6275
17139,Lost Anchorite's Cloak,54.67,41.0025
17140,Lightbearer's Gauntlets,24.22,18.165
17141,Flamehandler's Gloves,197,147.75
17142,Pilgrim's Belt,48.33,36.2475
17143,Carinda's Wedding Band,46.25,34.6875
17144,Vindicator's Chain Helm,62.83,47.1225
17145,Leggings of Telhamat,37.56,28.17
17146,Omenai Vest,63.57,47.6775
17147,Northwind Cleft Key,0.5,0.375
17148,Ceremonial Robes,67.67,50.7525
17149,Thunderforge Leggings,48.22,36.165
17150,Tribal Hauberk,426,319.5
17151,Clefthoof Hide Mask,78.67,59.0025
17152,Ikeyen's Pauldrons,26.56,19.92
17153,Mud Encrusted Boots,1,0.75
17154,Ikeyen's Boots,0.11,0.0825
17155,Preserver's Medallion,8.67,6.5025
17156,Explorer's Leggings,13.4,10.05
17157,Warden's Hammer,106.67,80.0025
17158,Greater Rune of Warding,58,43.5
17159,Marshstrider's Spaulders,149.5,112.125
17160,Windcaller's Gauntlets,22.67,17.0025
17161,Cenarion Expedition Boots,10,7.5
17162,Zangar Epaulets,39.83,29.8725
17163,Plans: Greater Rune of Warding,59,44.25
17164,Swift Red Gryphon,17.78,13.335
17165,Swift Green Gryphon,64.67,48.5025
17166,Swift Purple Gryphon,42,31.5
17167,Helm of Natural Purity,24.67,18.5025
17168,Swift Green Wind Rider,36.78,27.585
17169,Swift Yellow Wind Rider,182.5,136.875
17170,Swift Purple Wind Rider,119.25,89.4375
17171,Marsh Survivalist's Belt,41,30.75
17172,Netherwhelp's Collar,47.2,35.4
17173,Sporeggar Smasher,54.67,41.0025
17174,Hewing Axe of the Marsh,48.22,36.165
17175,Sporeling Claw,14.6,10.95
17176,Potion of Water Breathing,37.17,27.8775
17177,Dark Cloak of the Marsh,43.57,32.6775
17178,Cenarion Ring of Casting,50.5,37.875
17179,Lucky Circle of the Fool,20.33,15.2475
17180,Talbuk Sticker,128,96
17181,Zerid's Vintage Musket,81,60.75
17182,Talbuk Dirk,17.67,13.2525
17183,Tallstalk Mushroom,35.2,26.4
17184,Blood Knight Tabard,32.14,24.105
17185,Redcap Toadstool,78.5,58.875
17186,Warmaul Ogre Banner,167.5,125.625
17187,Exodar Staff,492,369
17188,Kil'sorrow Armaments,446,334.5
17189,Kil'sorrow Banner,41.29,30.9675
17190,Oversized Ogre Hauberk,41.17,30.8775
17191,Salvaged Ango'rosh Pauldrons,25.67,19.2525
17192,Ango'rosh Souleater's Cowl,257,192.75
17193,Lo'ap's Tunic of Muck Diving,99.8,74.85
17194,Lo'ap's Muck Diving Pads,42.25,31.6875
17195,Muck-Ridden Galoshes,291,218.25
17196,Earthen Mark of Razing,20.25,15.1875
17197,Earthen Mark of Power,170,127.5
17198,Earthen Mark of Health,38.29,28.7175
17199,Spaulders of the Ring,80.83,60.6225
17200,Judicator's Gauntlets,9,6.75
17201,Cord of the Ring,88.67,66.5025
17202,Warcaster's Scaled Leggings,234,175.5
17203,Murkblood Avenger's Chestplate,34.88,26.16
17204,Melia's Lustrous Crown,9.2,6.9
17205,QR 9863 Warrior Chest,41.33,30.9975
17206,Greenkeeper's Pantaloons,61.6,46.2
17207,Thunderbringer's Guard,55,41.25
17208,Smuggler's Mitts,25,18.75
17209,Greenblood Pantaloons,52.13,39.0975
17210,Caustic Feelers,107,80.25
17211,Dark Shaman's Cover,190.5,142.875
17212,Eighty Silver Links,36.83,27.6225
17213,Murkblood Oven Mitts,459,344.25
17214,Murkblood Avenger's Legplates,218.5,163.875
17215,Burning Blade Peace Offering,40.78,30.585
17216,Clefthoof Helm,7,5.25
17217,Head of Cho'war,50.56,37.92
17218,Clefthoof Gloves,44,33
17219,Clefthoof Wristguards,73.75,55.3125
17220,Windroc Greaves,278,208.5
17221,Windroc Boots,21.56,16.17
17222,Windroc Shroud,0.9,0.675
17223,Peep's Whistle,70.17,52.6275
17224,Vindicator's Cinch,51.8,38.85
17225,Fen Strider's Bracer,24.9,18.675
17226,Explorer's Bands,270,202.5
17227,Bog Walker's Bands,52.38,39.285
17228,Murk-Darkened Bracers,18.33,13.7475
17229,Bog Walker's Belt,93.5,70.125
17230,Lantresor's Warblade,139,104.25
17231,Warmaul Prison Key,97.33,72.9975
17232,Burning Blade Devotee's Cinch,277,207.75
17233,Burning Blade Cultist Band,47.2,35.4
17234,Burning Blade Cultist Band,31.89,23.9175
17235,Lantresor's Warblade,30.63,22.9725
17236,Burning Blade Devotee's Cinch,79.67,59.7525
17237,Fen Strider's Footguards,63,47.25
17238,The Witch Doctor's Wraps,5.75,4.3125
17239,Daggerfen Mail,31,23.25
17240,Feralfen Mystic's Handwraps,61,45.75
